<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
IBRX.US,5,20240510,194000,8.0601,8.0898,8.03,8.0898,24209,0
IBRX.US,5,20240510,194500,8.085,8.1,8.07,8.085,17742,0
IBRX.US,5,20240510,195000,8.085,8.1,8.07,8.075,11885,0
IBRX.US,5,20240510,195500,8.07,8.1,8.0601,8.08,24903,0
IBRX.US,5,20240510,200000,8.085,8.09,8.025,8.0664,12101,0
IBRX.US,5,20240510,200500,8.0685,8.085,8.03,8.04,12469,0
IBRX.US,5,20240510,201000,8.05,8.105,8.049,8.08,17190,0
IBRX.US,5,20240510,201500,8.09,8.15,8.035,8.04,41569,0
IBRX.US,5,20240510,202000,8.0307,8.05,8.025,8.04,17676,0
IBRX.US,5,20240510,202500,8.035,8.05,8.02,8.045,7809,0
IBRX.US,5,20240510,203000,8.045,8.06,7.95,7.95,18117,0
IBRX.US,5,20240510,203500,7.955,7.98,7.94,7.97,15021,0
IBRX.US,5,20240510,204000,7.965,7.9883,7.96,7.9883,6114,0
IBRX.US,5,20240510,204500,7.985,8.0095,7.96,7.97,13410,0
IBRX.US,5,20240510,205000,7.97,7.9901,7.95,7.99,16284,0
IBRX.US,5,20240510,205500,7.99,8.02,7.97,8.0101,10613,0
IBRX.US,5,20240510,210000,8.02,8.04,7.99,8.0101,27258,0
IBRX.US,5,20240510,210500,8.0103,8.0163,7.9601,7.97,18218,0
IBRX.US,5,20240510,211000,7.97,7.9899,7.955,7.955,6921,0
IBRX.US,5,20240510,211500,7.955,7.969,7.9,7.9201,36207,0
IBRX.US,5,20240510,212000,7.92,7.92,7.9,7.92,9943,0
IBRX.US,5,20240510,212500,7.93,8.01,7.93,7.985,13602,0
IBRX.US,5,20240510,213000,7.99,8.06,7.99,8.06,56767,0
IBRX.US,5,20240510,213500,8.06,8.125,8.06,8.1214,25582,0
IBRX.US,5,20240510,214000,8.13,8.16,8.06,8.065,97408,0
IBRX.US,5,20240510,214500,8.062,8.08,8.025,8.055,48031,0
IBRX.US,5,20240510,215000,8.04,8.17,8.04,8.165,148574,0
IBRX.US,5,20240510,215500,8.165,8.175,8.1,8.12,577444,0
IBRX.US,5,20240513,153000,8.1,8.23,8.1,8.1922,90267,0
IBRX.US,5,20240513,153500,8.16,8.2899,8.13,8.16,54118,0
IBRX.US,5,20240513,154000,8.165,8.22,8.11,8.12,80309,0
IBRX.US,5,20240513,154500,8.1,8.19,8.01,8.1699,78256,0
IBRX.US,5,20240513,155000,8.18,8.22,8.11,8.19,42297,0
IBRX.US,5,20240513,155500,8.192,8.21,8.105,8.18,51724,0
IBRX.US,5,20240513,160000,8.162,8.468,8.16,8.468,257242,0
IBRX.US,5,20240513,160500,8.4699,8.5,8.235,8.25,171821,0
IBRX.US,5,20240513,161000,8.25,8.49,8.25,8.46,174211,0
IBRX.US,5,20240513,161500,8.45,8.5,8.4,8.47,114041,0
IBRX.US,5,20240513,162000,8.474,8.55,8.39,8.52,123756,0
IBRX.US,5,20240513,162500,8.53,8.55,8.48,8.525,76996,0
IBRX.US,5,20240513,163000,8.525,8.67,8.495,8.61,200130,0
IBRX.US,5,20240513,163500,8.6,8.69,8.53,8.6079,173506,0
IBRX.US,5,20240513,164000,8.6097,8.6399,8.5501,8.57,68804,0
IBRX.US,5,20240513,164500,8.5789,8.5789,8.4315,8.45,143989,0
IBRX.US,5,20240513,165000,8.45,8.45,8.355,8.355,93983,0
IBRX.US,5,20240513,165500,8.35,8.47,8.31,8.47,141434,0
IBRX.US,5,20240513,170000,8.47,8.61,8.46,8.55,103617,0
IBRX.US,5,20240513,170500,8.555,8.615,8.55,8.5818,37895,0
IBRX.US,5,20240513,171000,8.58,8.58,8.5,8.5,24967,0
IBRX.US,5,20240513,171500,8.5,8.57,8.5,8.535,50514,0
IBRX.US,5,20240513,172000,8.54,8.56,8.5,8.525,19165,0
IBRX.US,5,20240513,172500,8.525,8.56,8.51,8.51,13213,0
IBRX.US,5,20240513,173000,8.505,8.69,8.495,8.6503,120334,0
IBRX.US,5,20240513,173500,8.6598,8.66,8.615,8.635,65595,0
IBRX.US,5,20240513,174000,8.63,8.665,8.58,8.645,94543,0
IBRX.US,5,20240513,174500,8.65,8.66,8.575,8.625,48465,0
IBRX.US,5,20240513,175000,8.63,8.65,8.59,8.59,51832,0
IBRX.US,5,20240513,175500,8.5887,8.65,8.58,8.65,17385,0
IBRX.US,5,20240513,180000,8.645,8.74,8.645,8.68,84456,0
IBRX.US,5,20240513,180500,8.68,8.71,8.6599,8.6902,44649,0
IBRX.US,5,20240513,181000,8.7,8.7,8.64,8.66,33337,0
IBRX.US,5,20240513,181500,8.65,8.69,8.635,8.6688,35789,0
IBRX.US,5,20240513,182000,8.665,8.68,8.62,8.67,16917,0
IBRX.US,5,20240513,182500,8.66,8.715,8.655,8.71,28088,0
IBRX.US,5,20240513,183000,8.705,8.705,8.6479,8.655,51944,0
IBRX.US,5,20240513,183500,8.6585,8.6699,8.6231,8.645,35989,0
IBRX.US,5,20240513,184000,8.65,8.74,8.65,8.685,39485,0
IBRX.US,5,20240513,184500,8.68,8.6999,8.65,8.67,15802,0
IBRX.US,5,20240513,185000,8.65,8.68,8.64,8.665,31483,0
IBRX.US,5,20240513,185500,8.6656,8.69,8.64,8.65,28007,0
IBRX.US,5,20240513,190000,8.65,8.68,8.6102,8.675,41782,0
IBRX.US,5,20240513,190500,8.6669,8.6669,8.61,8.61,33460,0
IBRX.US,5,20240513,191000,8.6126,8.661,8.61,8.645,29215,0
IBRX.US,5,20240513,191500,8.6499,8.695,8.64,8.665,38592,0
IBRX.US,5,20240513,192000,8.66,8.665,8.635,8.65,16092,0
IBRX.US,5,20240513,192500,8.6599,8.66,8.6425,8.645,23545,0
IBRX.US,5,20240513,193000,8.645,8.68,8.64,8.66,25301,0
IBRX.US,5,20240513,193500,8.65,8.67,8.6426,8.66,11320,0
IBRX.US,5,20240513,194000,8.655,8.66,8.63,8.65,32882,0
IBRX.US,5,20240513,194500,8.65,8.675,8.64,8.67,30621,0
IBRX.US,5,20240513,195000,8.665,8.67,8.645,8.67,18246,0
IBRX.US,5,20240513,195500,8.6621,8.7,8.64,8.645,55753,0
IBRX.US,5,20240513,200000,8.6472,8.68,8.64,8.68,27889,0
IBRX.US,5,20240513,200500,8.68,8.76,8.6702,8.695,190390,0
IBRX.US,5,20240513,201000,8.6953,8.72,8.69,8.7,25341,0
IBRX.US,5,20240513,201500,8.71,8.83,8.69,8.765,98737,0
IBRX.US,5,20240513,202000,8.7696,8.81,8.7696,8.795,53166,0
IBRX.US,5,20240513,202500,8.795,8.845,8.78,8.83,44327,0
IBRX.US,5,20240513,203000,8.82,8.84,8.8,8.81,34970,0
IBRX.US,5,20240513,203500,8.815,8.85,8.8101,8.82,27702,0
IBRX.US,5,20240513,204000,8.82,8.83,8.81,8.81,18227,0
IBRX.US,5,20240513,204500,8.815,8.86,8.815,8.86,30152,0
IBRX.US,5,20240513,205000,8.86,8.87,8.82,8.8274,25620,0
IBRX.US,5,20240513,205500,8.825,8.83,8.78,8.7874,25061,0
IBRX.US,5,20240513,210000,8.78,8.81,8.775,8.79,69183,0
IBRX.US,5,20240513,210500,8.785,8.8,8.7601,8.7717,30187,0
IBRX.US,5,20240513,211000,8.775,8.775,8.68,8.7348,52972,0
IBRX.US,5,20240513,211500,8.73,8.7399,8.68,8.72,45123,0
IBRX.US,5,20240513,212000,8.71,8.73,8.66,8.6799,41845,0
IBRX.US,5,20240513,212500,8.6721,8.71,8.645,8.705,55828,0
IBRX.US,5,20240513,213000,8.7,8.7297,8.66,8.665,75165,0
IBRX.US,5,20240513,213500,8.66,8.66,8.55,8.5687,120066,0
IBRX.US,5,20240513,214000,8.57,8.6,8.54,8.56,65902,0
IBRX.US,5,20240513,214500,8.55,8.61,8.545,8.605,83777,0
IBRX.US,5,20240513,215000,8.6,8.67,8.59,8.665,118086,0
IBRX.US,5,20240513,215500,8.665,8.675,8.6,8.63,640336,0
IBRX.US,5,20240514,153000,8.54,8.9,8.52,8.87,200938,0
IBRX.US,5,20240514,153500,8.88,9.15,8.88,9.04,540580,0
IBRX.US,5,20240514,154000,9.01,9.13,8.9999,9.07,155511,0
IBRX.US,5,20240514,154500,9.07,9.16,8.98,9.07,191889,0
IBRX.US,5,20240514,155000,9.07,9.1001,8.91,8.99,192706,0
IBRX.US,5,20240514,155500,8.982,9.045,8.8,8.81,149285,0
IBRX.US,5,20240514,160000,8.8,8.88,8.695,8.84,117847,0
IBRX.US,5,20240514,160500,8.835,8.845,8.65,8.72,133816,0
IBRX.US,5,20240514,161000,8.7292,8.7292,8.63,8.7118,80706,0
IBRX.US,5,20240514,161500,8.72,8.76,8.705,8.7201,57157,0
IBRX.US,5,20240514,162000,8.725,8.725,8.61,8.657,317555,0
IBRX.US,5,20240514,162500,8.64,8.64,8.555,8.625,88821,0
IBRX.US,5,20240514,163000,8.63,8.775,8.585,8.75,80183,0
IBRX.US,5,20240514,163500,8.76,8.7699,8.66,8.6902,43895,0
IBRX.US,5,20240514,164000,8.696,8.7675,8.605,8.765,70715,0
IBRX.US,5,20240514,164500,8.765,8.7699,8.68,8.68,130818,0
IBRX.US,5,20240514,165000,8.67,8.77,8.64,8.655,139397,0
IBRX.US,5,20240514,165500,8.66,8.73,8.62,8.71,49956,0
IBRX.US,5,20240514,170000,8.71,8.8,8.7,8.75,44292,0
IBRX.US,5,20240514,170500,8.75,8.79,8.7398,8.745,28613,0
IBRX.US,5,20240514,171000,8.74,8.77,8.7,8.71,25439,0
IBRX.US,5,20240514,171500,8.705,8.74,8.64,8.705,40188,0
IBRX.US,5,20240514,172000,8.71,8.72,8.65,8.7,34612,0
IBRX.US,5,20240514,172500,8.68,8.705,8.645,8.705,26587,0
IBRX.US,5,20240514,173000,8.72,8.73,8.69,8.73,14790,0
IBRX.US,5,20240514,173500,8.745,8.8,8.73,8.79,26965,0
IBRX.US,5,20240514,174000,8.78,8.795,8.745,8.745,29097,0
IBRX.US,5,20240514,174500,8.745,8.7601,8.74,8.7601,18557,0
IBRX.US,5,20240514,175000,8.75,8.765,8.715,8.735,12584,0
IBRX.US,5,20240514,175500,8.73,8.745,8.72,8.73,20184,0
IBRX.US,5,20240514,180000,8.73,8.76,8.69,8.73,31039,0
IBRX.US,5,20240514,180500,8.735,8.735,8.605,8.6199,30552,0
IBRX.US,5,20240514,181000,8.615,8.615,8.455,8.455,107607,0
IBRX.US,5,20240514,181500,8.455,8.48,8.405,8.405,86410,0
IBRX.US,5,20240514,182000,8.4035,8.44,8.38,8.406,47349,0
IBRX.US,5,20240514,182500,8.4097,8.45,8.39,8.435,89731,0
IBRX.US,5,20240514,183000,8.43,8.46,8.41,8.4399,43720,0
IBRX.US,5,20240514,183500,8.435,8.51,8.42,8.4897,38716,0
IBRX.US,5,20240514,184000,8.485,8.485,8.42,8.425,15219,0
IBRX.US,5,20240514,184500,8.42,8.425,8.36,8.395,77169,0
IBRX.US,5,20240514,185000,8.4,8.43,8.39,8.43,24337,0
IBRX.US,5,20240514,185500,8.44,8.46,8.4183,8.4183,12097,0
IBRX.US,5,20240514,190000,8.4199,8.47,8.4199,8.43,23200,0
IBRX.US,5,20240514,190500,8.435,8.435,8.41,8.415,33375,0
IBRX.US,5,20240514,191000,8.41,8.458,8.41,8.41,31704,0
IBRX.US,5,20240514,191500,8.41,8.425,8.31,8.3123,168983,0
IBRX.US,5,20240514,192000,8.315,8.36,8.305,8.34,49209,0
IBRX.US,5,20240514,192500,8.35,8.3874,8.32,8.38,28957,0
IBRX.US,5,20240514,193000,8.385,8.41,8.33,8.335,25512,0
IBRX.US,5,20240514,193500,8.3324,8.36,8.3,8.335,59982,0
IBRX.US,5,20240514,194000,8.335,8.335,8.29,8.31,51658,0
IBRX.US,5,20240514,194500,8.31,8.315,8.26,8.3,55050,0
IBRX.US,5,20240514,195000,8.295,8.3,8.26,8.2701,30042,0
IBRX.US,5,20240514,195500,8.275,8.3499,8.265,8.32,48783,0
IBRX.US,5,20240514,200000,8.315,8.36,8.3,8.335,34138,0
IBRX.US,5,20240514,200500,8.33,8.39,8.33,8.37,29053,0
IBRX.US,5,20240514,201000,8.38,8.4599,8.375,8.455,37275,0
IBRX.US,5,20240514,201500,8.45,8.47,8.44,8.445,24500,0
IBRX.US,5,20240514,202000,8.435,8.47,8.435,8.47,15134,0
IBRX.US,5,20240514,202500,8.47,8.495,8.45,8.465,51470,0
IBRX.US,5,20240514,203000,8.465,8.475,8.41,8.435,122765,0
IBRX.US,5,20240514,203500,8.435,8.44,8.295,8.3,118156,0
IBRX.US,5,20240514,204000,8.3,8.315,8.2916,8.3,29914,0
IBRX.US,5,20240514,204500,8.305,8.375,8.3,8.35,18743,0
IBRX.US,5,20240514,205000,8.355,8.4,8.335,8.37,27234,0
IBRX.US,5,20240514,205500,8.365,8.38,8.355,8.365,12844,0
IBRX.US,5,20240514,210000,8.365,8.375,8.34,8.345,45269,0
IBRX.US,5,20240514,210500,8.345,8.375,8.34,8.345,27907,0
IBRX.US,5,20240514,211000,8.345,8.36,8.34,8.355,27392,0
IBRX.US,5,20240514,211500,8.35,8.39,8.345,8.385,16220,0
IBRX.US,5,20240514,212000,8.39,8.39,8.35,8.375,26587,0
IBRX.US,5,20240514,212500,8.38,8.38,8.345,8.365,26005,0
IBRX.US,5,20240514,213000,8.365,8.375,8.34,8.36,61576,0
IBRX.US,5,20240514,213500,8.357,8.36,8.315,8.35,70642,0
IBRX.US,5,20240514,214000,8.355,8.37,8.345,8.36,55315,0
IBRX.US,5,20240514,214500,8.35,8.37,8.34,8.36,43071,0
IBRX.US,5,20240514,215000,8.36,8.42,8.35,8.402,144822,0
IBRX.US,5,20240514,215500,8.405,8.43,8.35,8.4,589645,0
IBRX.US,5,20240515,153000,8.52,8.69,8.51,8.65,127591,0
IBRX.US,5,20240515,153500,8.65,8.69,8.435,8.435,81071,0
IBRX.US,5,20240515,154000,8.435,8.52,8.413,8.4312,53468,0
IBRX.US,5,20240515,154500,8.43,8.5,8.4,8.465,90315,0
IBRX.US,5,20240515,155000,8.46,8.53,8.41,8.5,71372,0
IBRX.US,5,20240515,155500,8.49,8.49,8.29,8.29,80262,0
IBRX.US,5,20240515,160000,8.3,8.3,8.2,8.23,104623,0
IBRX.US,5,20240515,160500,8.2397,8.295,8.18,8.295,92664,0
IBRX.US,5,20240515,161000,8.295,8.32,8.24,8.31,23881,0
IBRX.US,5,20240515,161500,8.3,8.355,8.275,8.32,78992,0
IBRX.US,5,20240515,162000,8.305,8.36,8.272,8.3,100072,0
IBRX.US,5,20240515,162500,8.3,8.3088,8.26,8.27,45356,0
IBRX.US,5,20240515,163000,8.265,8.27,8.2,8.25,54130,0
IBRX.US,5,20240515,163500,8.255,8.28,8.245,8.25,44901,0
IBRX.US,5,20240515,164000,8.26,8.28,8.25,8.255,38717,0
IBRX.US,5,20240515,164500,8.2599,8.26,8.22,8.2302,33159,0
IBRX.US,5,20240515,165000,8.24,8.2681,8.171,8.195,66002,0
IBRX.US,5,20240515,165500,8.2,8.2236,8.1988,8.215,36162,0
IBRX.US,5,20240515,170000,8.22,8.24,8.1838,8.195,57125,0
IBRX.US,5,20240515,170500,8.2,8.3,8.2,8.23,49496,0
IBRX.US,5,20240515,171000,8.23,8.28,8.23,8.27,38773,0
IBRX.US,5,20240515,171500,8.265,8.28,8.2498,8.2568,15065,0
IBRX.US,5,20240515,172000,8.255,8.26,8.22,8.22,23834,0
IBRX.US,5,20240515,172500,8.22,8.28,8.15,8.2299,84577,0
IBRX.US,5,20240515,173000,8.22,8.22,8.155,8.1554,46916,0
IBRX.US,5,20240515,173500,8.1573,8.19,8.1303,8.14,32108,0
IBRX.US,5,20240515,174000,8.135,8.145,8.04,8.0683,133541,0
IBRX.US,5,20240515,174500,8.065,8.08,8.03,8.07,53449,0
IBRX.US,5,20240515,175000,8.065,8.09,8.05,8.085,44328,0
IBRX.US,5,20240515,175500,8.085,8.12,8.085,8.115,26014,0
IBRX.US,5,20240515,180000,8.115,8.1599,8.11,8.135,43866,0
IBRX.US,5,20240515,180500,8.1399,8.1599,8.13,8.1599,15243,0
IBRX.US,5,20240515,181000,8.16,8.165,8.1414,8.145,18728,0
IBRX.US,5,20240515,181500,8.15,8.16,8.08,8.09,26611,0
IBRX.US,5,20240515,182000,8.09,8.14,8.07,8.13,22952,0
IBRX.US,5,20240515,182500,8.13,8.15,8.125,8.1483,14974,0
IBRX.US,5,20240515,183000,8.145,8.165,8.14,8.158,18716,0
IBRX.US,5,20240515,183500,8.155,8.16,8.15,8.1599,8061,0
IBRX.US,5,20240515,184000,8.1528,8.19,8.15,8.17,14569,0
IBRX.US,5,20240515,184500,8.165,8.17,8.145,8.16,13060,0
IBRX.US,5,20240515,185000,8.1572,8.16,8.145,8.155,12894,0
IBRX.US,5,20240515,185500,8.15,8.155,8.12,8.125,10455,0
IBRX.US,5,20240515,190000,8.125,8.125,8.08,8.085,20615,0
IBRX.US,5,20240515,190500,8.0846,8.085,8.055,8.065,29768,0
IBRX.US,5,20240515,191000,8.06,8.0988,8.055,8.09,28981,0
IBRX.US,5,20240515,191500,8.0872,8.1097,8.08,8.1,16353,0
IBRX.US,5,20240515,192000,8.1,8.1299,8.09,8.105,25901,0
IBRX.US,5,20240515,192500,8.11,8.145,8.11,8.1113,20261,0
IBRX.US,5,20240515,193000,8.116,8.125,8.115,8.115,6280,0
IBRX.US,5,20240515,193500,8.11,8.15,8.11,8.135,11329,0
IBRX.US,5,20240515,194000,8.135,8.14,8.1,8.115,19805,0
IBRX.US,5,20240515,194500,8.115,8.125,8.11,8.11,20431,0
IBRX.US,5,20240515,195000,8.11,8.11,8.09,8.095,17545,0
IBRX.US,5,20240515,195500,8.0901,8.115,8.0901,8.1,13005,0
IBRX.US,5,20240515,200000,8.1,8.13,8.09,8.13,32397,0
IBRX.US,5,20240515,200500,8.13,8.1367,8.115,8.1367,14820,0
IBRX.US,5,20240515,201000,8.135,8.14,8.11,8.1188,20826,0
IBRX.US,5,20240515,201500,8.115,8.125,8.1,8.11,33428,0
IBRX.US,5,20240515,202000,8.1,8.105,8.06,8.065,29969,0
IBRX.US,5,20240515,202500,8.0699,8.0799,8.0601,8.07,10596,0
IBRX.US,5,20240515,203000,8.0773,8.095,8.0502,8.085,30464,0
IBRX.US,5,20240515,203500,8.085,8.0915,8.075,8.085,13135,0
IBRX.US,5,20240515,204000,8.0885,8.095,8.07,8.075,13019,0
IBRX.US,5,20240515,204500,8.0797,8.08,8.0501,8.055,11635,0
IBRX.US,5,20240515,205000,8.0501,8.0547,8.035,8.0488,40339,0
IBRX.US,5,20240515,205500,8.045,8.05,8.0311,8.04,25544,0
IBRX.US,5,20240515,210000,8.03,8.07,7.99,8.0499,101501,0
IBRX.US,5,20240515,210500,8.04,8.04,7.975,7.98,50260,0
IBRX.US,5,20240515,211000,7.9896,7.995,7.92,7.9476,139197,0
IBRX.US,5,20240515,211500,7.95,7.995,7.95,7.97,37533,0
IBRX.US,5,20240515,212000,7.98,8.0183,7.9501,7.995,43666,0
IBRX.US,5,20240515,212500,7.9985,8.03,7.99,8.0199,22459,0
IBRX.US,5,20240515,213000,8.01,8.02,7.9809,7.99,50202,0
IBRX.US,5,20240515,213500,7.995,8.105,7.985,8.085,79328,0
IBRX.US,5,20240515,214000,8.08,8.08,8.035,8.0699,38714,0
IBRX.US,5,20240515,214500,8.06,8.07,7.995,8.005,97030,0
IBRX.US,5,20240515,215000,8,8.115,7.995,8.1,143261,0
IBRX.US,5,20240515,215500,8.1,8.11,8.07,8.1,537411,0
IBRX.US,5,20240516,153000,8.06,8.1612,8,8.03,113768,0
IBRX.US,5,20240516,153500,8.01,8.04,7.96,7.98,54086,0
IBRX.US,5,20240516,154000,7.98,7.99,7.92,7.96,31349,0
IBRX.US,5,20240516,154500,7.9692,8,7.91,7.9299,84993,0
IBRX.US,5,20240516,155000,7.92,7.95,7.84,7.87,118545,0
IBRX.US,5,20240516,155500,7.88,7.94,7.85,7.931,86282,0
IBRX.US,5,20240516,160000,7.94,7.97,7.9,7.9099,72096,0
IBRX.US,5,20240516,160500,7.91,7.91,7.81,7.84,87128,0
IBRX.US,5,20240516,161000,7.848,7.855,7.79,7.81,96729,0
IBRX.US,5,20240516,161500,7.81,7.84,7.81,7.835,29691,0
IBRX.US,5,20240516,162000,7.825,7.85,7.8,7.8389,51021,0
IBRX.US,5,20240516,162500,7.835,7.9299,7.835,7.9,43715,0
IBRX.US,5,20240516,163000,7.9,7.965,7.9,7.91,57640,0
IBRX.US,5,20240516,163500,7.91,7.915,7.9,7.905,14003,0
IBRX.US,5,20240516,164000,7.9031,7.91,7.87,7.875,15685,0
IBRX.US,5,20240516,164500,7.875,7.9,7.825,7.825,32628,0
IBRX.US,5,20240516,165000,7.8279,7.87,7.82,7.8298,19371,0
IBRX.US,5,20240516,165500,7.83,7.835,7.82,7.825,19674,0
IBRX.US,5,20240516,170000,7.8299,7.83,7.78,7.81,88967,0
IBRX.US,5,20240516,170500,7.81,7.82,7.785,7.805,28381,0
IBRX.US,5,20240516,171000,7.81,7.8199,7.7827,7.815,29180,0
IBRX.US,5,20240516,171500,7.815,7.84,7.81,7.815,19150,0
IBRX.US,5,20240516,172000,7.815,7.84,7.81,7.835,37383,0
IBRX.US,5,20240516,172500,7.835,7.84,7.81,7.8103,21250,0
IBRX.US,5,20240516,173000,7.8109,7.84,7.775,7.815,30919,0
IBRX.US,5,20240516,173500,7.815,7.8399,7.805,7.835,20068,0
IBRX.US,5,20240516,174000,7.8311,7.835,7.785,7.785,24859,0
IBRX.US,5,20240516,174500,7.78,7.815,7.77,7.815,25889,0
IBRX.US,5,20240516,175000,7.815,7.835,7.8,7.8,40740,0
IBRX.US,5,20240516,175500,7.805,7.83,7.8013,7.8013,14596,0
IBRX.US,5,20240516,180000,7.805,7.81,7.7701,7.79,55054,0
IBRX.US,5,20240516,180500,7.78,7.8,7.78,7.7999,19961,0
IBRX.US,5,20240516,181000,7.7979,7.875,7.795,7.835,53749,0
IBRX.US,5,20240516,181500,7.83,7.86,7.81,7.81,27196,0
IBRX.US,5,20240516,182000,7.8,7.8079,7.73,7.76,166292,0
IBRX.US,5,20240516,182500,7.7688,7.785,7.75,7.765,21030,0
IBRX.US,5,20240516,183000,7.7687,7.7887,7.755,7.785,32122,0
IBRX.US,5,20240516,183500,7.78,7.79,7.765,7.79,15916,0
IBRX.US,5,20240516,184000,7.7801,7.7999,7.76,7.765,24600,0
IBRX.US,5,20240516,184500,7.765,7.78,7.75,7.76,29802,0
IBRX.US,5,20240516,185000,7.7612,7.775,7.755,7.7711,9690,0
IBRX.US,5,20240516,185500,7.77,7.7701,7.74,7.7501,35375,0
IBRX.US,5,20240516,190000,7.7528,7.76,7.75,7.76,20578,0
IBRX.US,5,20240516,190500,7.765,7.7699,7.74,7.755,28651,0
IBRX.US,5,20240516,191000,7.758,7.78,7.71,7.72,72821,0
IBRX.US,5,20240516,191500,7.728,7.755,7.728,7.7502,15066,0
IBRX.US,5,20240516,192000,7.75,7.775,7.745,7.75,36425,0
IBRX.US,5,20240516,192500,7.75,7.76,7.73,7.735,40100,0
IBRX.US,5,20240516,193000,7.73,7.755,7.73,7.75,51988,0
IBRX.US,5,20240516,193500,7.755,7.765,7.75,7.755,15592,0
IBRX.US,5,20240516,194000,7.755,7.77,7.75,7.758,14253,0
IBRX.US,5,20240516,194500,7.76,7.78,7.76,7.765,28530,0
IBRX.US,5,20240516,195000,7.765,7.7699,7.75,7.755,13502,0
IBRX.US,5,20240516,195500,7.7599,7.8,7.75,7.8,23646,0
IBRX.US,5,20240516,200000,7.81,7.845,7.785,7.845,24641,0
IBRX.US,5,20240516,200500,7.845,7.845,7.775,7.775,20175,0
IBRX.US,5,20240516,201000,7.775,7.78,7.75,7.755,18841,0
IBRX.US,5,20240516,201500,7.755,7.77,7.74,7.76,31964,0
IBRX.US,5,20240516,202000,7.765,7.775,7.76,7.775,4901,0
IBRX.US,5,20240516,202500,7.78,7.785,7.765,7.765,32436,0
IBRX.US,5,20240516,203000,7.765,7.775,7.74,7.745,13901,0
IBRX.US,5,20240516,203500,7.745,7.7599,7.7426,7.75,16796,0
IBRX.US,5,20240516,204000,7.742,7.7497,7.73,7.73,19461,0
IBRX.US,5,20240516,204500,7.735,7.755,7.68,7.705,142006,0
IBRX.US,5,20240516,205000,7.705,7.72,7.69,7.7077,23874,0
IBRX.US,5,20240516,205500,7.701,7.72,7.66,7.665,30908,0
IBRX.US,5,20240516,210000,7.665,7.705,7.65,7.7,20774,0
IBRX.US,5,20240516,210500,7.7,7.756,7.68,7.755,43427,0
IBRX.US,5,20240516,211000,7.7501,7.78,7.715,7.7371,43372,0
IBRX.US,5,20240516,211500,7.74,7.74,7.69,7.7,23429,0
IBRX.US,5,20240516,212000,7.69,7.71,7.68,7.6912,21319,0
IBRX.US,5,20240516,212500,7.6918,7.74,7.68,7.71,79367,0
IBRX.US,5,20240516,213000,7.7,7.71,7.69,7.69,21953,0
IBRX.US,5,20240516,213500,7.69,7.71,7.675,7.71,41854,0
IBRX.US,5,20240516,214000,7.705,7.75,7.6912,7.735,47185,0
IBRX.US,5,20240516,214500,7.735,7.75,7.685,7.69,60720,0
IBRX.US,5,20240516,215000,7.7,7.785,7.685,7.785,106271,0
IBRX.US,5,20240516,215500,7.785,7.785,7.735,7.75,726938,0
IBRX.US,5,20240517,153000,7.77,7.809,7.6801,7.71,120703,0
IBRX.US,5,20240517,153500,7.704,7.74,7.64,7.645,51145,0
IBRX.US,5,20240517,154000,7.64,7.67,7.57,7.6155,93549,0
IBRX.US,5,20240517,154500,7.61,7.69,7.57,7.5719,94910,0
IBRX.US,5,20240517,155000,7.57,7.6,7.5513,7.5914,67738,0
IBRX.US,5,20240517,155500,7.59,7.69,7.56,7.68,46001,0
IBRX.US,5,20240517,160000,7.68,7.685,7.605,7.62,30200,0
IBRX.US,5,20240517,160500,7.62,7.64,7.55,7.5699,128301,0
IBRX.US,5,20240517,161000,7.565,7.59,7.54,7.565,99461,0
IBRX.US,5,20240517,161500,7.5638,7.625,7.56,7.6007,16094,0
IBRX.US,5,20240517,162000,7.6059,7.64,7.59,7.62,22131,0
IBRX.US,5,20240517,162500,7.61,7.64,7.61,7.62,16738,0
IBRX.US,5,20240517,163000,7.63,7.665,7.61,7.66,45050,0
IBRX.US,5,20240517,163500,7.665,7.665,7.595,7.595,19916,0
IBRX.US,5,20240517,164000,7.6,7.6399,7.6,7.6197,19783,0
IBRX.US,5,20240517,164500,7.6155,7.62,7.605,7.615,17367,0
IBRX.US,5,20240517,165000,7.615,7.62,7.585,7.585,19668,0
IBRX.US,5,20240517,165500,7.585,7.5899,7.56,7.565,15900,0
IBRX.US,5,20240517,170000,7.562,7.5714,7.54,7.5599,35765,0
IBRX.US,5,20240517,170500,7.5501,7.6,7.5501,7.5628,53164,0
IBRX.US,5,20240517,171000,7.56,7.625,7.555,7.625,18025,0
IBRX.US,5,20240517,171500,7.6275,7.655,7.62,7.645,30383,0
IBRX.US,5,20240517,172000,7.645,7.68,7.64,7.654,53166,0
IBRX.US,5,20240517,172500,7.655,7.67,7.65,7.652,13862,0
IBRX.US,5,20240517,173000,7.65,7.66,7.62,7.625,52497,0
IBRX.US,5,20240517,173500,7.63,7.63,7.59,7.595,19550,0
IBRX.US,5,20240517,174000,7.595,7.6051,7.54,7.565,62729,0
IBRX.US,5,20240517,174500,7.565,7.57,7.55,7.55,15925,0
IBRX.US,5,20240517,175000,7.56,7.59,7.54,7.584,42496,0
IBRX.US,5,20240517,175500,7.585,7.6,7.58,7.58,14199,0
