<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
IBRX.US,5,20240517,180000,7.5898,7.66,7.5898,7.66,44626,0
IBRX.US,5,20240517,180500,7.66,7.7283,7.64,7.725,33338,0
IBRX.US,5,20240517,181000,7.725,7.85,7.7201,7.8488,44331,0
IBRX.US,5,20240517,181500,7.845,7.93,7.84,7.8899,93645,0
IBRX.US,5,20240517,182000,7.885,7.895,7.87,7.8857,37188,0
IBRX.US,5,20240517,182500,7.89,8.0186,7.89,8.015,100219,0
IBRX.US,5,20240517,183000,8.0117,8.068,7.92,7.9575,92992,0
IBRX.US,5,20240517,183500,7.96,7.97,7.925,7.9297,28268,0
IBRX.US,5,20240517,184000,7.93,7.93,7.8703,7.88,37153,0
IBRX.US,5,20240517,184500,7.875,7.93,7.83,7.922,92133,0
IBRX.US,5,20240517,185000,7.925,7.96,7.92,7.9399,30915,0
IBRX.US,5,20240517,185500,7.935,7.935,7.91,7.9198,17568,0
IBRX.US,5,20240517,190000,7.9199,7.92,7.8,7.825,77058,0
IBRX.US,5,20240517,190500,7.825,7.84,7.77,7.785,35218,0
IBRX.US,5,20240517,191000,7.785,7.79,7.755,7.76,20278,0
IBRX.US,5,20240517,191500,7.76,7.806,7.755,7.78,19858,0
IBRX.US,5,20240517,192000,7.785,7.795,7.755,7.77,29895,0
IBRX.US,5,20240517,192500,7.775,7.78,7.755,7.765,20329,0
IBRX.US,5,20240517,193000,7.76,7.76,7.71,7.73,30492,0
IBRX.US,5,20240517,193500,7.73,7.77,7.73,7.77,18245,0
IBRX.US,5,20240517,194000,7.76,7.765,7.71,7.715,21028,0
IBRX.US,5,20240517,194500,7.72,7.745,7.715,7.735,11985,0
IBRX.US,5,20240517,195000,7.74,7.7499,7.72,7.72,12138,0
IBRX.US,5,20240517,195500,7.725,7.735,7.7,7.72,25479,0
IBRX.US,5,20240517,200000,7.705,7.71,7.66,7.69,32322,0
IBRX.US,5,20240517,200500,7.691,7.735,7.691,7.71,14996,0
IBRX.US,5,20240517,201000,7.71,7.715,7.67,7.6702,42678,0
IBRX.US,5,20240517,201500,7.675,7.69,7.66,7.68,14672,0
IBRX.US,5,20240517,202000,7.6701,7.685,7.65,7.66,27426,0
IBRX.US,5,20240517,202500,7.67,7.7099,7.67,7.7099,8544,0
IBRX.US,5,20240517,203000,7.7,7.7299,7.6901,7.725,20970,0
IBRX.US,5,20240517,203500,7.72,7.72,7.6431,7.685,74791,0
IBRX.US,5,20240517,204000,7.6869,7.72,7.6869,7.715,22739,0
IBRX.US,5,20240517,204500,7.715,7.715,7.695,7.7,11219,0
IBRX.US,5,20240517,205000,7.705,7.75,7.705,7.745,43759,0
IBRX.US,5,20240517,205500,7.7498,7.76,7.7242,7.74,29835,0
IBRX.US,5,20240517,210000,7.735,7.74,7.715,7.735,26950,0
IBRX.US,5,20240517,210500,7.735,7.7399,7.72,7.735,17375,0
IBRX.US,5,20240517,211000,7.735,7.74,7.72,7.725,13199,0
IBRX.US,5,20240517,211500,7.72,7.73,7.72,7.725,21445,0
IBRX.US,5,20240517,212000,7.725,7.75,7.72,7.735,24741,0
IBRX.US,5,20240517,212500,7.7325,7.735,7.67,7.685,74655,0
IBRX.US,5,20240517,213000,7.686,7.71,7.625,7.625,89125,0
IBRX.US,5,20240517,213500,7.62,7.7,7.62,7.6925,57440,0
IBRX.US,5,20240517,214000,7.69,7.7,7.66,7.695,137733,0
IBRX.US,5,20240517,214500,7.695,7.705,7.635,7.635,78276,0
IBRX.US,5,20240517,215000,7.64,7.665,7.58,7.665,239549,0
IBRX.US,5,20240517,215500,7.67,7.67,7.63,7.65,905545,0
IBRX.US,5,20240520,153000,7.58,7.6395,7.48,7.54,184497,0
IBRX.US,5,20240520,153500,7.52,7.5203,7.35,7.46,196701,0
IBRX.US,5,20240520,154000,7.465,7.4676,7.39,7.42,74533,0
IBRX.US,5,20240520,154500,7.4201,7.4899,7.37,7.38,65222,0
IBRX.US,5,20240520,155000,7.39,7.39,7.19,7.2363,383605,0
IBRX.US,5,20240520,155500,7.24,7.265,7.11,7.12,313893,0
IBRX.US,5,20240520,160000,7.12,7.15,7,7.1003,544521,0
IBRX.US,5,20240520,160500,7.1088,7.12,6.95,6.96,294886,0
IBRX.US,5,20240520,161000,6.97,7.02,6.9288,6.9393,157680,0
IBRX.US,5,20240520,161500,6.92,6.9899,6.92,6.95,126507,0
IBRX.US,5,20240520,162000,6.95,6.95,6.88,6.8976,117781,0
IBRX.US,5,20240520,162500,6.8976,6.97,6.8976,6.915,96223,0
IBRX.US,5,20240520,163000,6.915,7.09,6.915,7.0552,148758,0
IBRX.US,5,20240520,163500,7.0599,7.0776,7.0048,7.0048,35111,0
IBRX.US,5,20240520,164000,7.0099,7.06,6.93,6.95,83887,0
IBRX.US,5,20240520,164500,6.9499,7.0461,6.945,6.975,78779,0
IBRX.US,5,20240520,165000,6.975,7.0699,6.975,7.035,37549,0
IBRX.US,5,20240520,165500,7.045,7.09,6.98,6.99,68601,0
IBRX.US,5,20240520,170000,6.9912,7.005,6.912,7,139933,0
IBRX.US,5,20240520,170500,6.995,7.005,6.9401,6.9597,69000,0
IBRX.US,5,20240520,171000,6.9501,7,6.9,6.91,105641,0
IBRX.US,5,20240520,171500,6.905,7.095,6.905,7.057,108778,0
IBRX.US,5,20240520,172000,7.0539,7.0557,6.94,6.9501,80988,0
IBRX.US,5,20240520,172500,6.96,7.04,6.95,6.975,52673,0
IBRX.US,5,20240520,173000,6.9797,6.9982,6.96,6.9717,39978,0
IBRX.US,5,20240520,173500,6.9701,7,6.9619,6.97,24903,0
IBRX.US,5,20240520,174000,6.965,7.04,6.965,7.005,33447,0
IBRX.US,5,20240520,174500,7.0029,7.03,6.995,6.9999,41599,0
IBRX.US,5,20240520,175000,6.9974,7.03,6.9801,6.9801,26852,0
IBRX.US,5,20240520,175500,6.9848,7.05,6.9801,6.995,102018,0
IBRX.US,5,20240520,180000,6.995,7.005,6.96,6.9801,42748,0
IBRX.US,5,20240520,180500,6.98,6.9988,6.9775,6.9901,13872,0
IBRX.US,5,20240520,181000,6.99,7.005,6.95,6.96,60901,0
IBRX.US,5,20240520,181500,6.955,6.9799,6.95,6.9501,32016,0
IBRX.US,5,20240520,182000,6.955,7.005,6.955,6.9846,31261,0
IBRX.US,5,20240520,182500,6.9801,7.02,6.9801,7.0024,26731,0
IBRX.US,5,20240520,183000,7.0001,7.015,6.975,6.975,42454,0
IBRX.US,5,20240520,183500,6.975,6.98,6.9701,6.975,15293,0
IBRX.US,5,20240520,184000,6.9711,6.975,6.95,6.9501,57359,0
IBRX.US,5,20240520,184500,6.9537,7,6.95,6.979,37362,0
IBRX.US,5,20240520,185000,6.975,6.975,6.96,6.965,13570,0
IBRX.US,5,20240520,185500,6.9687,6.99,6.955,6.9875,45960,0
IBRX.US,5,20240520,190000,6.99,7.0398,6.9801,7.035,35092,0
IBRX.US,5,20240520,190500,7.0383,7.04,7.02,7.035,17649,0
IBRX.US,5,20240520,191000,7.035,7.0873,7.03,7.085,42883,0
IBRX.US,5,20240520,191500,7.086,7.0977,7.0701,7.08,37909,0
IBRX.US,5,20240520,192000,7.075,7.09,7.04,7.04,53317,0
IBRX.US,5,20240520,192500,7.0401,7.05,6.982,6.985,36686,0
IBRX.US,5,20240520,193000,6.99,7.03,6.975,6.995,38811,0
IBRX.US,5,20240520,193500,6.995,6.995,6.95,6.96,42583,0
IBRX.US,5,20240520,194000,6.96,6.99,6.95,6.96,38883,0
IBRX.US,5,20240520,194500,6.96,6.965,6.93,6.945,65350,0
IBRX.US,5,20240520,195000,6.94,6.95,6.925,6.9346,31589,0
IBRX.US,5,20240520,195500,6.93,6.96,6.92,6.9401,51907,0
IBRX.US,5,20240520,200000,6.94,6.9481,6.9201,6.945,27826,0
IBRX.US,5,20240520,200500,6.9415,6.9899,6.94,6.97,61805,0
IBRX.US,5,20240520,201000,6.965,6.9701,6.925,6.925,89943,0
IBRX.US,5,20240520,201500,6.9201,6.9388,6.9101,6.925,49628,0
IBRX.US,5,20240520,202000,6.9201,6.93,6.92,6.925,18935,0
IBRX.US,5,20240520,202500,6.9201,6.94,6.9201,6.94,25312,0
IBRX.US,5,20240520,203000,6.9301,6.9727,6.9301,6.945,41457,0
IBRX.US,5,20240520,203500,6.9401,6.9499,6.9401,6.9425,12359,0
IBRX.US,5,20240520,204000,6.945,6.98,6.9401,6.9788,30815,0
IBRX.US,5,20240520,204500,6.975,7,6.975,6.995,32765,0
IBRX.US,5,20240520,205000,6.995,7,6.9801,6.995,32989,0
IBRX.US,5,20240520,205500,6.995,7,6.9601,6.9781,49187,0
IBRX.US,5,20240520,210000,6.9701,7.005,6.9701,6.995,17699,0
IBRX.US,5,20240520,210500,7,7.01,6.99,6.99,78543,0
IBRX.US,5,20240520,211000,6.995,7,6.95,6.98,67644,0
IBRX.US,5,20240520,211500,6.9762,6.985,6.95,6.975,49624,0
IBRX.US,5,20240520,212000,6.97,6.98,6.95,6.95,56891,0
IBRX.US,5,20240520,212500,6.9521,6.965,6.94,6.95,51698,0
IBRX.US,5,20240520,213000,6.95,6.965,6.93,6.93,68272,0
IBRX.US,5,20240520,213500,6.9394,6.98,6.93,6.975,59133,0
IBRX.US,5,20240520,214000,6.98,7.01,6.97,6.995,86636,0
IBRX.US,5,20240520,214500,6.995,7,6.985,6.995,93702,0
IBRX.US,5,20240520,215000,6.995,7.055,6.995,7.035,131077,0
IBRX.US,5,20240520,215500,7.03,7.05,6.985,7.04,633427,0
IBRX.US,5,20240521,153000,6.97,7.046,6.89,6.9,186017,0
IBRX.US,5,20240521,153500,6.8951,6.93,6.87,6.8701,82942,0
IBRX.US,5,20240521,154000,6.87,6.89,6.84,6.8601,58256,0
IBRX.US,5,20240521,154500,6.865,6.87,6.77,6.78,136213,0
IBRX.US,5,20240521,155000,6.77,6.8,6.72,6.755,137337,0
IBRX.US,5,20240521,155500,6.75,6.78,6.7301,6.78,63107,0
IBRX.US,5,20240521,160000,6.78,6.845,6.78,6.795,81550,0
IBRX.US,5,20240521,160500,6.795,6.8,6.68,6.69,130103,0
IBRX.US,5,20240521,161000,6.685,6.78,6.65,6.75,136292,0
IBRX.US,5,20240521,161500,6.75,6.77,6.71,6.755,65474,0
IBRX.US,5,20240521,162000,6.7599,6.79,6.715,6.765,69732,0
IBRX.US,5,20240521,162500,6.765,6.82,6.765,6.78,30415,0
IBRX.US,5,20240521,163000,6.77,6.7975,6.755,6.795,21588,0
IBRX.US,5,20240521,163500,6.795,6.845,6.785,6.811,45737,0
IBRX.US,5,20240521,164000,6.815,6.8499,6.8001,6.825,38942,0
IBRX.US,5,20240521,164500,6.825,6.825,6.765,6.775,36872,0
IBRX.US,5,20240521,165000,6.775,6.8099,6.76,6.805,16586,0
IBRX.US,5,20240521,165500,6.8,6.85,6.7901,6.845,48614,0
IBRX.US,5,20240521,170000,6.84,6.845,6.815,6.835,22367,0
IBRX.US,5,20240521,170500,6.835,6.8374,6.79,6.795,42647,0
IBRX.US,5,20240521,171000,6.792,6.795,6.74,6.74,55167,0
IBRX.US,5,20240521,171500,6.74,6.74,6.695,6.6965,88417,0
IBRX.US,5,20240521,172000,6.7,6.7272,6.68,6.685,54611,0
IBRX.US,5,20240521,172500,6.69,6.69,6.62,6.665,78357,0
IBRX.US,5,20240521,173000,6.665,6.7,6.64,6.69,64305,0
IBRX.US,5,20240521,173500,6.682,6.69,6.63,6.665,46062,0
IBRX.US,5,20240521,174000,6.6675,6.67,6.62,6.655,60495,0
IBRX.US,5,20240521,174500,6.6543,6.6963,6.65,6.655,27786,0
IBRX.US,5,20240521,175000,6.6527,6.7059,6.6503,6.705,22140,0
IBRX.US,5,20240521,175500,6.7099,6.7099,6.6801,6.685,18521,0
IBRX.US,5,20240521,180000,6.685,6.715,6.6817,6.6902,37859,0
IBRX.US,5,20240521,180500,6.695,6.71,6.6847,6.685,23840,0
IBRX.US,5,20240521,181000,6.685,6.705,6.685,6.685,24168,0
IBRX.US,5,20240521,181500,6.682,6.695,6.68,6.69,18657,0
IBRX.US,5,20240521,182000,6.685,6.7,6.655,6.68,36335,0
IBRX.US,5,20240521,182500,6.6852,6.69,6.67,6.6899,20093,0
IBRX.US,5,20240521,183000,6.685,6.6879,6.665,6.675,18925,0
IBRX.US,5,20240521,183500,6.675,6.68,6.6601,6.6601,16426,0
IBRX.US,5,20240521,184000,6.665,6.67,6.66,6.665,10004,0
IBRX.US,5,20240521,184500,6.66,6.675,6.66,6.675,14807,0
IBRX.US,5,20240521,185000,6.6776,6.6776,6.635,6.635,25696,0
IBRX.US,5,20240521,185500,6.635,6.65,6.635,6.6376,16766,0
IBRX.US,5,20240521,190000,6.6301,6.66,6.62,6.649,48310,0
IBRX.US,5,20240521,190500,6.645,6.66,6.6442,6.655,12532,0
IBRX.US,5,20240521,191000,6.6542,6.665,6.64,6.645,24257,0
IBRX.US,5,20240521,191500,6.65,6.665,6.645,6.655,30072,0
IBRX.US,5,20240521,192000,6.66,6.66,6.635,6.635,21595,0
IBRX.US,5,20240521,192500,6.6369,6.64,6.6101,6.6195,51725,0
IBRX.US,5,20240521,193000,6.615,6.62,6.61,6.614,17218,0
IBRX.US,5,20240521,193500,6.6185,6.635,6.6,6.62,37586,0
IBRX.US,5,20240521,194000,6.62,6.62,6.56,6.595,66054,0
IBRX.US,5,20240521,194500,6.595,6.61,6.562,6.575,58183,0
IBRX.US,5,20240521,195000,6.58,6.59,6.53,6.54,52206,0
IBRX.US,5,20240521,195500,6.545,6.562,6.53,6.53,40808,0
IBRX.US,5,20240521,200000,6.535,6.55,6.52,6.53,43581,0
IBRX.US,5,20240521,200500,6.53,6.55,6.52,6.5201,62040,0
IBRX.US,5,20240521,201000,6.52,6.52,6.5,6.51,107782,0
IBRX.US,5,20240521,201500,6.515,6.545,6.515,6.545,14269,0
IBRX.US,5,20240521,202000,6.545,6.55,6.5401,6.545,6504,0
IBRX.US,5,20240521,202500,6.545,6.55,6.53,6.53,16405,0
IBRX.US,5,20240521,203000,6.5399,6.55,6.525,6.535,48395,0
IBRX.US,5,20240521,203500,6.535,6.5399,6.53,6.535,10520,0
IBRX.US,5,20240521,204000,6.535,6.535,6.5,6.5099,50224,0
IBRX.US,5,20240521,204500,6.51,6.5177,6.5,6.505,26016,0
IBRX.US,5,20240521,205000,6.505,6.54,6.505,6.534,31159,0
IBRX.US,5,20240521,205500,6.535,6.57,6.5301,6.555,83578,0
IBRX.US,5,20240521,210000,6.56,6.59,6.55,6.5726,48385,0
IBRX.US,5,20240521,210500,6.575,6.61,6.575,6.595,57651,0
IBRX.US,5,20240521,211000,6.5973,6.61,6.57,6.57,24257,0
IBRX.US,5,20240521,211500,6.56,6.5767,6.55,6.575,32296,0
IBRX.US,5,20240521,212000,6.575,6.6,6.575,6.5999,20612,0
IBRX.US,5,20240521,212500,6.595,6.63,6.59,6.625,35815,0
IBRX.US,5,20240521,213000,6.625,6.67,6.625,6.645,71461,0
IBRX.US,5,20240521,213500,6.645,6.67,6.6436,6.665,28273,0
IBRX.US,5,20240521,214000,6.665,6.7,6.625,6.685,128837,0
IBRX.US,5,20240521,214500,6.69,6.76,6.685,6.755,213606,0
IBRX.US,5,20240521,215000,6.75,6.84,6.74,6.8001,214969,0
IBRX.US,5,20240521,215500,6.8001,6.81,6.8,6.805,375371,0
IBRX.US,5,20240522,153000,6.78,6.87,6.67,6.68,75990,0
IBRX.US,5,20240522,153500,6.7124,6.98,6.7,6.86,96970,0
IBRX.US,5,20240522,154000,6.854,7.15,6.84,7.13,261545,0
IBRX.US,5,20240522,154500,7.125,7.17,7.015,7.155,102295,0
IBRX.US,5,20240522,155000,7.155,7.18,6.94,6.94,129723,0
IBRX.US,5,20240522,155500,6.9386,6.9386,6.78,6.784,124345,0
IBRX.US,5,20240522,160000,6.8,6.93,6.8,6.905,58463,0
IBRX.US,5,20240522,160500,6.9,6.91,6.84,6.905,42691,0
IBRX.US,5,20240522,161000,6.905,6.94,6.86,6.86,22266,0
IBRX.US,5,20240522,161500,6.86,6.94,6.84,6.9088,107055,0
IBRX.US,5,20240522,162000,6.91,6.95,6.84,6.84,62493,0
IBRX.US,5,20240522,162500,6.85,6.88,6.805,6.87,37345,0
IBRX.US,5,20240522,163000,6.875,6.879,6.78,6.8399,46650,0
IBRX.US,5,20240522,163500,6.84,6.895,6.8001,6.872,42123,0
IBRX.US,5,20240522,164000,6.865,6.89,6.84,6.84,22811,0
IBRX.US,5,20240522,164500,6.842,6.855,6.8,6.81,29910,0
IBRX.US,5,20240522,165000,6.8158,6.835,6.78,6.81,42533,0
IBRX.US,5,20240522,165500,6.81,6.835,6.755,6.82,15887,0
IBRX.US,5,20240522,170000,6.81,6.83,6.79,6.82,11790,0
IBRX.US,5,20240522,170500,6.815,6.855,6.785,6.855,25332,0
IBRX.US,5,20240522,171000,6.86,6.89,6.835,6.86,23864,0
IBRX.US,5,20240522,171500,6.86,6.89,6.83,6.84,34224,0
IBRX.US,5,20240522,172000,6.83,6.845,6.7817,6.7817,33213,0
IBRX.US,5,20240522,172500,6.7863,6.85,6.7863,6.83,36817,0
IBRX.US,5,20240522,173000,6.83,6.925,6.83,6.88,84309,0
IBRX.US,5,20240522,173500,6.88,6.88,6.8201,6.835,63230,0
IBRX.US,5,20240522,174000,6.835,6.8999,6.8202,6.87,16861,0
IBRX.US,5,20240522,174500,6.88,6.89,6.865,6.87,20933,0
IBRX.US,5,20240522,175000,6.86,6.875,6.82,6.83,37422,0
IBRX.US,5,20240522,175500,6.825,6.825,6.795,6.8085,15228,0
IBRX.US,5,20240522,180000,6.8,6.8399,6.7803,6.825,31329,0
IBRX.US,5,20240522,180500,6.8299,6.83,6.7801,6.8012,17077,0
IBRX.US,5,20240522,181000,6.8089,6.815,6.79,6.79,8849,0
IBRX.US,5,20240522,181500,6.7919,6.84,6.7919,6.83,24424,0
IBRX.US,5,20240522,182000,6.8338,6.84,6.82,6.83,10268,0
IBRX.US,5,20240522,182500,6.83,6.83,6.82,6.825,8096,0
IBRX.US,5,20240522,183000,6.8298,6.9,6.8298,6.885,19374,0
IBRX.US,5,20240522,183500,6.89,6.92,6.885,6.89,22305,0
IBRX.US,5,20240522,184000,6.8945,6.92,6.885,6.905,22852,0
IBRX.US,5,20240522,184500,6.9087,6.91,6.87,6.87,12358,0
IBRX.US,5,20240522,185000,6.875,6.89,6.85,6.88,9415,0
IBRX.US,5,20240522,185500,6.88,6.89,6.87,6.8748,8447,0
IBRX.US,5,20240522,190000,6.88,6.93,6.8601,6.93,9881,0
IBRX.US,5,20240522,190500,6.929,6.97,6.929,6.965,28822,0
IBRX.US,5,20240522,191000,6.9699,7.01,6.955,6.985,80088,0
IBRX.US,5,20240522,191500,6.985,7.008,6.9812,6.995,11595,0
IBRX.US,5,20240522,192000,6.9912,7.02,6.97,6.9899,16917,0
IBRX.US,5,20240522,192500,6.985,7.015,6.985,6.99,11408,0
IBRX.US,5,20240522,193000,6.985,7.015,6.98,7.015,15441,0
IBRX.US,5,20240522,193500,7.015,7.015,6.94,6.945,13220,0
IBRX.US,5,20240522,194000,6.945,6.97,6.9389,6.95,8980,0
IBRX.US,5,20240522,194500,6.94,7.01,6.94,6.99,29066,0
IBRX.US,5,20240522,195000,6.9912,7,6.9601,6.975,3981,0
IBRX.US,5,20240522,195500,6.98,7.01,6.97,7.01,27809,0
IBRX.US,5,20240522,200000,7,7,6.91,6.98,27779,0
IBRX.US,5,20240522,200500,6.975,7,6.95,6.965,22054,0
IBRX.US,5,20240522,201000,6.97,6.985,6.96,6.9765,10857,0
IBRX.US,5,20240522,201500,6.98,6.985,6.94,6.9512,7608,0
IBRX.US,5,20240522,202000,6.957,6.957,6.9101,6.94,15278,0
IBRX.US,5,20240522,202500,6.935,6.95,6.89,6.895,12228,0
IBRX.US,5,20240522,203000,6.9,6.94,6.9,6.925,7705,0
IBRX.US,5,20240522,203500,6.92,6.92,6.9,6.905,9841,0
IBRX.US,5,20240522,204000,6.905,6.915,6.87,6.875,23703,0
IBRX.US,5,20240522,204500,6.875,6.91,6.84,6.91,31583,0
IBRX.US,5,20240522,205000,6.9,6.925,6.9,6.9,14371,0
IBRX.US,5,20240522,205500,6.905,6.92,6.9,6.917,7650,0
IBRX.US,5,20240522,210000,6.92,6.965,6.915,6.9571,19164,0
IBRX.US,5,20240522,210500,6.96,6.975,6.955,6.955,10425,0
IBRX.US,5,20240522,211000,6.96,6.99,6.96,6.9799,13507,0
IBRX.US,5,20240522,211500,6.98,7.0499,6.945,7.035,123584,0
IBRX.US,5,20240522,212000,7.035,7.08,7.02,7.055,28039,0
IBRX.US,5,20240522,212500,7.06,7.06,7.03,7.04,31844,0
IBRX.US,5,20240522,213000,7.035,7.08,7.035,7.065,31733,0
IBRX.US,5,20240522,213500,7.065,7.075,7.05,7.065,37307,0
IBRX.US,5,20240522,214000,7.065,7.07,6.99,7,109688,0
IBRX.US,5,20240522,214500,7.0057,7.01,6.9625,7,50761,0
IBRX.US,5,20240522,215000,7.005,7.02,6.975,7.015,89162,0
IBRX.US,5,20240522,215500,7.0101,7.02,6.87,6.94,822086,0
IBRX.US,5,20240523,153000,6.89,6.93,6.73,6.7548,108456,0
IBRX.US,5,20240523,153500,6.75,6.8,6.73,6.7551,56029,0
IBRX.US,5,20240523,154000,6.75,6.79,6.725,6.78,32643,0
IBRX.US,5,20240523,154500,6.78,6.78,6.71,6.715,20616,0
IBRX.US,5,20240523,155000,6.7121,6.76,6.71,6.73,16554,0
IBRX.US,5,20240523,155500,6.74,6.7491,6.71,6.74,16320,0
IBRX.US,5,20240523,160000,6.7412,6.7412,6.705,6.7273,7780,0
IBRX.US,5,20240523,160500,6.73,6.77,6.715,6.76,25936,0
IBRX.US,5,20240523,161000,6.76,6.83,6.745,6.75,31656,0
IBRX.US,5,20240523,161500,6.76,6.8299,6.76,6.785,24441,0
IBRX.US,5,20240523,162000,6.785,6.845,6.765,6.845,28682,0
IBRX.US,5,20240523,162500,6.85,6.86,6.8,6.8199,50618,0
IBRX.US,5,20240523,163000,6.81,6.815,6.7667,6.7667,11229,0
IBRX.US,5,20240523,163500,6.7612,6.78,6.74,6.7513,23827,0
IBRX.US,5,20240523,164000,6.755,6.755,6.705,6.72,27270,0
IBRX.US,5,20240523,164500,6.73,6.745,6.69,6.695,57569,0
IBRX.US,5,20240523,165000,6.69,6.695,6.64,6.67,75166,0
IBRX.US,5,20240523,165500,6.6675,6.7,6.65,6.655,24506,0
IBRX.US,5,20240523,170000,6.655,6.75,6.655,6.7412,9832,0
IBRX.US,5,20240523,170500,6.74,6.8301,6.74,6.83,17031,0
IBRX.US,5,20240523,171000,6.8402,6.88,6.825,6.88,21909,0
IBRX.US,5,20240523,171500,6.87,6.92,6.8698,6.88,21974,0
IBRX.US,5,20240523,172000,6.875,6.9,6.875,6.89,7083,0
IBRX.US,5,20240523,172500,6.895,6.895,6.84,6.85,25061,0
IBRX.US,5,20240523,173000,6.85,6.86,6.83,6.855,5119,0
IBRX.US,5,20240523,173500,6.855,6.885,6.835,6.865,13677,0
IBRX.US,5,20240523,174000,6.865,6.865,6.79,6.815,122688,0
IBRX.US,5,20240523,174500,6.81,6.82,6.7912,6.8097,8025,0
IBRX.US,5,20240523,175000,6.805,6.805,6.72,6.74,49468,0
IBRX.US,5,20240523,175500,6.74,6.76,6.7241,6.7299,8461,0
IBRX.US,5,20240523,180000,6.7283,6.76,6.71,6.76,14492,0
IBRX.US,5,20240523,180500,6.76,6.8,6.74,6.765,11034,0
IBRX.US,5,20240523,181000,6.765,6.765,6.7432,6.745,4003,0
IBRX.US,5,20240523,181500,6.74,6.74,6.71,6.725,13780,0
IBRX.US,5,20240523,182000,6.72,6.72,6.71,6.71,19584,0
IBRX.US,5,20240523,182500,6.72,6.735,6.7,6.72,22991,0
IBRX.US,5,20240523,183000,6.73,6.73,6.71,6.7171,5469,0
IBRX.US,5,20240523,183500,6.715,6.715,6.68,6.69,24474,0
IBRX.US,5,20240523,184000,6.6999,6.72,6.68,6.68,28486,0
IBRX.US,5,20240523,184500,6.6878,6.69,6.6518,6.6581,35634,0
IBRX.US,5,20240523,185000,6.6568,6.6766,6.655,6.665,23815,0
IBRX.US,5,20240523,185500,6.67,6.68,6.6401,6.645,26308,0
IBRX.US,5,20240523,190000,6.6421,6.67,6.6419,6.655,14321,0
IBRX.US,5,20240523,190500,6.655,6.68,6.65,6.68,13968,0
IBRX.US,5,20240523,191000,6.675,6.6777,6.66,6.66,7235,0
IBRX.US,5,20240523,191500,6.66,6.67,6.645,6.645,12837,0
IBRX.US,5,20240523,192000,6.646,6.66,6.64,6.655,17331,0
IBRX.US,5,20240523,192500,6.655,6.6899,6.65,6.6899,9432,0
IBRX.US,5,20240523,193000,6.68,6.68,6.6712,6.6728,4012,0
IBRX.US,5,20240523,193500,6.675,6.675,6.63,6.635,44919,0
IBRX.US,5,20240523,194000,6.64,6.655,6.61,6.655,33430,0
IBRX.US,5,20240523,194500,6.66,6.71,6.66,6.705,11940,0
IBRX.US,5,20240523,195000,6.7,6.705,6.65,6.65,13957,0
IBRX.US,5,20240523,195500,6.655,6.655,6.63,6.63,9326,0
IBRX.US,5,20240523,200000,6.635,6.64,6.62,6.63,20366,0
IBRX.US,5,20240523,200500,6.625,6.645,6.5914,6.615,101319,0
IBRX.US,5,20240523,201000,6.615,6.6174,6.58,6.6001,17510,0
IBRX.US,5,20240523,201500,6.605,6.6172,6.59,6.6,20960,0
IBRX.US,5,20240523,202000,6.6,6.605,6.56,6.565,20116,0
IBRX.US,5,20240523,202500,6.5643,6.59,6.56,6.5799,14280,0
IBRX.US,5,20240523,203000,6.5778,6.605,6.565,6.59,39567,0
IBRX.US,5,20240523,203500,6.595,6.5972,6.58,6.58,8015,0
IBRX.US,5,20240523,204000,6.585,6.5999,6.575,6.585,10853,0
IBRX.US,5,20240523,204500,6.5872,6.5872,6.575,6.5788,5762,0
IBRX.US,5,20240523,205000,6.5799,6.59,6.54,6.585,30560,0
IBRX.US,5,20240523,205500,6.5831,6.595,6.575,6.575,14604,0
IBRX.US,5,20240523,210000,6.58,6.59,6.575,6.585,11232,0
IBRX.US,5,20240523,210500,6.58,6.6,6.5701,6.58,27003,0
IBRX.US,5,20240523,211000,6.58,6.59,6.575,6.585,10488,0
IBRX.US,5,20240523,211500,6.59,6.66,6.585,6.6301,26256,0
IBRX.US,5,20240523,212000,6.63,6.63,6.605,6.6198,13306,0
IBRX.US,5,20240523,212500,6.615,6.625,6.6,6.6172,18089,0
IBRX.US,5,20240523,213000,6.62,6.64,6.61,6.64,14196,0
IBRX.US,5,20240523,213500,6.6488,6.65,6.6,6.62,24933,0
IBRX.US,5,20240523,214000,6.625,6.64,6.615,6.635,16022,0
IBRX.US,5,20240523,214500,6.6315,6.64,6.61,6.63,49334,0
IBRX.US,5,20240523,215000,6.625,6.66,6.62,6.6538,82041,0
IBRX.US,5,20240523,215500,6.655,6.7,6.655,6.68,1034353,0
IBRX.US,5,20240524,153000,6.73,6.755,6.38,6.4,147092,0
IBRX.US,5,20240524,153500,6.43,6.52,6.36,6.49,62489,0
IBRX.US,5,20240524,154000,6.49,6.67,6.49,6.6689,36599,0
IBRX.US,5,20240524,154500,6.67,6.76,6.66,6.695,64096,0
IBRX.US,5,20240524,155000,6.7008,6.7088,6.65,6.65,11504,0
IBRX.US,5,20240524,155500,6.65,6.6851,6.64,6.6851,4529,0
IBRX.US,5,20240524,160000,6.68,6.7299,6.65,6.675,12239,0
IBRX.US,5,20240524,160500,6.675,6.675,6.62,6.62,7659,0
IBRX.US,5,20240524,161000,6.615,6.6682,6.61,6.615,27306,0
